IlmnID	final_gene_name_hg19	final_gene_name_hg38
cg27199523	CCDC28A	RP3-509I19.11
cg27250759	E2F3	E2F3
cg27293353	PRIM2	PRIM2
cg27394038	SFRS3	SRSF3
cg27464755	HMGN4	HMGN4
cg27475152	BTN1A1	BTN1A1
cg27505349	TUBB	TUBB
cg27519140	RPP21	RPP21
cg27519140	RPP21	TRIM39-RPP21
cg27545367	FLOT1	FLOT1
cg27545367	FLOT1	IER3
cg27563210	USP49	USP49
cg27573806	LSM2	LSM2
cg00006414	ZNF398	RN7SL521P
cg00006414	ZNF398	ZNF398
cg00006414	ZNF398	ZNF425
cg00017489	DPP6	DPP6
cg00096922	DLX5	DLX5
cg00167504	BLVRA	BLVRA
cg00240432	TWIST1	TWIST1
cg00245878	ZNF117	ZNF117
cg00277397	CALN1	CALN1
cg00309056	STARD3NL	STARD3NL
cg00312919	STARD3NL	STARD3NL
cg00323915	GIMAP4	GIMAP4
cg00333226	VWC2	VWC2
cg00353923	LRRC4	LRRC4
cg00353923	LRRC4	SND1
cg00411097	TMEM184A	TMEM184A
cg00431187	HOXA3	HOXA-AS2
cg00431187	HOXA3	HOXA3
cg00445443	HOXA2	HOXA2
cg00446413	DPP6	DPP6
cg00464046	C7orf49	C7orf49
cg00511027	MIR339	MIR339
cg00524179	HOXA3	HOXA3
cg00546491	PDE1C	PDE1C
cg00548268	NPTX2	NPTX2
cg00564163	STEAP4	STEAP4
cg00604356	PIK3CG	PIK3CG
cg00653387	PTN	PTN
cg00735923	CFTR	CFTR
cg00834958	TSC22D4	TSC22D4
cg00884529	ANKMY2	ANKMY2
cg00884529	ANKMY2	BZW2
cg00893242	SND1	AC073934.6
cg00893242	SND1	SND1
cg00901683	PTCD1	ATP5J2-PTCD1
cg00901683	PTCD1	CPSF4
cg00901683	PTCD1	PTCD1
cg00911873	PRPS1L1	PRPS1L1
cg00969446	ADAP1	ADAP1
cg00969446	ADAP1	COX19
cg01025762	DLD	DLD
cg01169726	DLX5	DLX5
cg01177956	SLC4A2	CDK5
cg01177956	SLC4A2	SLC4A2
cg01182585	C7orf30	MALSU1
cg01322214	C7orf31	C7orf31
cg01323381	HOXA5	HOXA-AS3
cg01323381	HOXA5	HOXA3
cg01323381	HOXA5	HOXA5
cg01323381	HOXA5	RP1-170O19.22
cg01323964	SNORA22	CCT6P1
cg01323964	SNORA22	SNORA22
cg01366419	WBSCR17	WBSCR17
cg01367627	TRRAP	TRRAP
cg01370449	HOXA5	HOXA5
cg01584473	MUC17	MUC17
cg01708964	MYL7	MYL7
cg01770232	IL6	AC073072.5
cg01770232	IL6	IL6
cg01801101	AMZ1	AMZ1
cg01820777	MICALL2	AC102953.4
cg01820777	MICALL2	MICALL2
cg01827098	GIMAP7	GIMAP7
cg01827098	GIMAP7	STRADBP1
cg01874867	PON1	PON1
cg01883759	JAZF1	JAZF1
cg01883759	JAZF1	JAZF1-AS1
cg01957330	SKAP2	SKAP2
cg01966465	ABCB1	ABCB1
cg01966465	ABCB1	RUNDC3B
cg02005600	HOXA5	HOXA-AS3
cg02005600	HOXA5	HOXA3
cg02005600	HOXA5	HOXA5
cg02005600	HOXA5	RP1-170O19.22
cg02005755	SLC13A4	SLC13A4
cg02053171	WBSCR16	WBSCR16
cg02106682	HOXA5	HOXA-AS3
cg02106682	HOXA5	HOXA3
cg02106682	HOXA5	HOXA5
cg02106682	HOXA5	RP1-170O19.22
cg02124565	CREB5	CREB5
cg02186966	BET1	AC006378.2
cg02186966	BET1	BET1
cg02203380	C7orf41	MTURN
cg02244695	TMEM176A	TMEM176A
cg02244695	TMEM176A	TMEM176B
cg02245020	FAM115A	TCAF1
cg02290509	TBL2	TBL2
cg02332073	TSGA13	TSGA13
cg02372712	ZNF467	ZNF467
cg02391387	IMMP2L	IMMP2L
cg02393640	LUZP6	MTPN
cg02399449	CLDN12	CLDN12
cg02399449	CLDN12	CTB-13L3.1
cg02480835	NUPL2	NUPL2
cg02490034	MEST	MEST
cg02490034	MEST	MESTIT1_1
cg02491878	TMEM213	ATP6V0A4
cg02491878	TMEM213	TMEM213
cg02523844	MAGI2	MAGI2
cg02523844	MAGI2	MAGI2-AS3
cg02629312	NPVF	NPVF
cg02774963	KEL	KEL
cg02797569	PCOLCE	PCOLCE
cg02797569	PCOLCE	PCOLCE-AS1
cg02798801	BUD31	BUD31
cg02798801	BUD31	PDAP1
cg02821342	MKLN1	LINC-PINT
cg02821342	MKLN1	MKLN1
cg02841933	NRF1	NRF1
cg02841933	NRF1	RP11-448A19.1
cg02862153	CUX1	CUX1
cg02902770	RARRES2	RARRES2
cg02902770	RARRES2	RP4-584D14.7
cg02916332	HOXA5	HOXA-AS3
cg02916332	HOXA5	HOXA3
cg02916332	HOXA5	HOXA5
cg02916332	HOXA5	RP1-170O19.22
cg03040622	MIR589	FBXL18
cg03040622	MIR589	MIR589
cg03062991	UNCX	UNCX
cg03104936	GRB10	GRB10
cg03185704	ACTR3C	ACTR3C
cg03185704	ACTR3C	LRRC61
cg03334072	GIMAP5	GIMAP1-GIMAP5
cg03334072	GIMAP5	GIMAP5
cg03338959	NAMPT	NAMPT
cg03338959	NAMPT	RP11-22N19.2
cg03366850	TRIL	TRIL
cg03373857	WBSCR16	WBSCR16
cg03403539	NUPL2	NUPL2
cg03429034	ZKSCAN1	ZKSCAN1
cg03536885	HOXA3	HOXA-AS2
cg03536885	HOXA3	HOXA3
cg03564506	TRRAP	TRRAP
cg03724423	HOXA4	HOXA-AS2
cg03724423	HOXA4	HOXA-AS3
cg03724423	HOXA4	HOXA3
cg03724423	HOXA4	HOXA4
cg03724423	HOXA4	RP1-170O19.22
cg03744763	HOXA5	HOXA-AS3
cg03744763	HOXA5	HOXA3
cg03744763	HOXA5	HOXA5
cg03744763	HOXA5	RP1-170O19.22
cg03775422	VSTM2A	VSTM2A
cg03792199	HIBADH	HIBADH
cg03800150	GIMAP7	GIMAP7
cg03842617	NOS3	NOS3
cg03853208	MIR148A	CTD-2227E11.1
cg03853208	MIR148A	MIR148A
cg03893271	WBSCR17	WBSCR17
cg03910901	COPS6	COPS6
cg03964111	TMEM176A	TMEM176A
cg03964111	TMEM176A	TMEM176B
cg03969997	WBSCR27	WBSCR27
cg03998173	RHEB	RHEB
cg04008901	CACNA2D1	CACNA2D1
cg04044561	POP7	POP7
cg04071779	NOD1	NOD1
cg04084157	VGF	VGF
cg04106190	WNT16	WNT16
cg04108240	TRA2A	TRA2A
cg04134859	WBSCR22	DNAJC30
cg04134859	WBSCR22	WBSCR22
cg04220579	C7orf20	GET4
cg04220579	C7orf20	SUN1
cg04265576	HOXA6	HOXA-AS3
cg04265576	HOXA6	HOXA3
cg04265576	HOXA6	HOXA6
cg04265576	HOXA6	RP1-170O19.22
cg04265576	HOXA6	RP1-170O19.23
cg04280119	CNPY4	CNPY4
cg04280119	CNPY4	RP11-506M12.1
cg04280119	CNPY4	TAF6
cg04454951	VWC2	VWC2
cg04478795	SMO	SMO
cg04498739	PDK4	AC002451.3
cg04498739	PDK4	PDK4
cg04517044	SMARCD3	SMARCD3
cg04598292	NCAPG2	NCAPG2
cg04619381	PRR15	AC007255.8
cg04619381	PRR15	PRR15
cg04742719	TRIP6	SLC12A9
cg04742719	TRIP6	TRIP6
cg04863892	HOXA5	HOXA-AS3
cg04863892	HOXA5	HOXA3
cg04863892	HOXA5	HOXA5
cg04863892	HOXA5	RP1-170O19.22
cg04907244	SNORD93	AC005682.5
cg04907244	SNORD93	SNORD93
cg04996020	SLC26A3	SLC26A3
cg04999691	C7orf29	LRRC61
cg04999691	C7orf29	ZBED6CL
cg05057057	DDX56	DDX56
cg05158615	NPY	NPY
cg05341115	HYAL4	HYAL4
cg05343453	C7orf45	SSMEM1
cg05343453	C7orf45	TMEM209
cg05383910	ELMO1	ELMO1
cg05386606	BCL7B	BCL7B
cg05459203	NUDCD3	NUDCD3
cg05501276	TRA2A	TRA2A
cg05556717	CCL26	CCL26
cg05566397	LOC100216545	AC007384.1
cg05566397	LOC100216545	KMT2E
cg05566397	LOC100216545	KMT2E-AS1
cg05566397	LOC100216545	LINC01004
cg05592398	LIMK1	LIMK1
cg05608188	TMEM168	TMEM168
cg05660795	IGFBP1	IGFBP1
cg05667818	ST7OT2	ST7
cg05667818	ST7OT2	ST7-AS2
cg05719902	SVOPL	SVOPL
cg05720226	ST7OT2	ST7
cg05720226	ST7OT2	ST7-AS2
cg05724065	PHKG1	PHKG1
cg05742308	SEMA3A	SEMA3A
cg05751159	TSGA14	CEP41
cg05755837	PMPCB	PMPCB
cg05774699	HOXA5	HOXA-AS3
cg05774699	HOXA5	HOXA3
cg05774699	HOXA5	HOXA5
cg05774699	HOXA5	RP1-170O19.22
cg05806233	GNAI1	GNAI1
cg05937182	ST7OT4	ST7
cg05937182	ST7OT4	ST7-AS1
cg05937182	ST7OT4	ST7-OT4
cg05937182	ST7OT4	ST7-OT4_1
cg05937182	ST7OT4	ST7-OT4_2
cg06055873	HOXA2	HOXA2
cg06084117	PLXNA4	FLJ40288
cg06084117	PLXNA4	PLXNA4
cg06166490	HOXA2	HOXA2
cg06173720	LRRC4	LRRC4
cg06173720	LRRC4	SND1
cg06186973	YWHAG	YWHAG
cg06189038	GAL3ST4	GAL3ST4
cg06242730	MIR339	C7orf50
cg06242730	MIR339	MIR339
cg06244634	TAS2R4	SSBP1
cg06244634	TAS2R4	TAS2R4
cg06273569	PMS2L3	PMS2P3
cg06277657	DGKI	DGKI
cg06331674	AVL9	AVL9
cg06331674	AVL9	LSM5
cg06363129	SOSTDC1	SOSTDC1
cg06379754	CACNA2D1	CACNA2D1
cg06397837	HOXA13	HOTTIP
cg06397837	HOXA13	HOTTIP_2
cg06397837	HOXA13	HOXA13
cg06401979	HOXA2	HOXA2
cg06439941	GNG11	GNG11
cg06456031	TMEM140	C7orf49
cg06456031	TMEM140	TMEM140
cg06459378	CYP3A7	CYP3A7
cg06466797	HERPUD2	HERPUD2
cg06466797	HERPUD2	RP11-379H18.1
cg06495961	DPP6	DPP6
cg06544111	EVX1	EVX1
cg06557644	NOD1	NOD1
cg06667406	AASS	AASS
cg06772202	STYXL1	MDH2
cg06772202	STYXL1	STYXL1
cg06790324	GRB10	GRB10
cg06815817	ZNF212	ZNF212
cg06852744	AEBP1	AEBP1
cg07028533	CNTNAP2	CNTNAP2
cg07049592	HOXA5	HOXA-AS3
cg07049592	HOXA5	HOXA3
cg07049592	HOXA5	HOXA5
cg07049592	HOXA5	RP1-170O19.22
cg07103517	IKZF1	IKZF1
cg07317062	HOXA4	HOXA-AS2
cg07317062	HOXA4	HOXA-AS3
cg07317062	HOXA4	HOXA3
cg07317062	HOXA4	HOXA4
cg07317062	HOXA4	RP1-170O19.22
cg07404418	LRWD1	ALKBH4
cg07404418	LRWD1	LRWD1
cg07404418	LRWD1	MIR5090
cg07433453	GPR146	C7orf50
cg07433453	GPR146	GPR146
cg07433453	GPR146	RP11-449P15.1
cg07461273	MCM7	MCM7
cg07461582	RINT1	RINT1
cg07488141	TNS3	TNS3
cg07520158	AVL9	AVL9
cg07520158	AVL9	LSM5
cg07577263	NUP205	NUP205
cg07621224	IKZF1	IKZF1
cg07640820	AGK	AGK
cg07640820	AGK	RP11-744I24.2
cg07651914	CLDN15	CLDN15
cg07686035	SLC26A4	SLC26A4
cg07686035	SLC26A4	SLC26A4-AS1
cg07719679	STEAP4	STEAP4
cg07753583	ACTR3C	ACTR3C
cg07753583	ACTR3C	LRRC61
cg07778029	HOXA9	HOXA10-HOXA9
cg07778029	HOXA9	HOXA9
cg07826859	MYO1G	MYO1G
cg07873488	MUC17	MUC17
cg07897701	ABP1	AOC1
cg07944811	GCK	GCK
cg07964538	CAV1	CAV1
cg08038054	GNG11	GNG11
cg08077673	MEST	MEST
cg08077673	MEST	MESTIT1
cg08077673	MEST	MESTIT1_1
cg08097417	KLF14	KLF14
cg08097755	VGF	VGF
cg08136893	C7orf10	MPLKIP
cg08136893	C7orf10	SUGCT
cg08137040	ZNF800	ZNF800
cg08167706	AKR1B1	AKR1B1
cg08241694	DDC	DDC
cg08251037	WBSCR17	WBSCR17
cg08261094	SFRP4	EPDR1
cg08261094	SFRP4	SFRP4
cg08261841	TMEM139	AC073342.12
cg08261841	TMEM139	TMEM139
cg08274234	SEMA3E	SEMA3E
cg08359956	TMEM176A	TMEM176A
cg08359956	TMEM176A	TMEM176B
cg08402433	CARD11	CARD11
cg08440125	HIBADH	HIBADH
cg08453021	ELMO1	ELMO1
cg08487374	TSC22D4	TSC22D4
cg08586737	GCC1	GCC1
cg08626653	C7orf51	NYAP1
cg08645907	ATXN7L1	ATXN7L1
cg08652404	ZNF394	ZNF394
cg08652404	ZNF394	ZNF789
cg08655844	VOPP1	RP11-310H4.1
cg08655844	VOPP1	VOPP1
cg08657492	HOXA4	HOXA-AS2
cg08657492	HOXA4	HOXA-AS3
cg08657492	HOXA4	HOXA3
cg08657492	HOXA4	HOXA4
cg08657492	HOXA4	RP1-170O19.22
cg08723608	C7orf51	NYAP1
cg08771429	ANKIB1	ANKIB1
cg08771429	ANKIB1	KRIT1
cg08779777	PIK3CG	PIK3CG
cg08835688	GRB10	GRB10
cg08871917	GATAD1	GATAD1
cg08886154	PAX4	PAX4
cg08900404	PRR15	PRR15
cg09042411	SAP25	LRCH4
cg09042411	SAP25	RP11-44M6.7
cg09042411	SAP25	SAP25
cg09066361	GRM8	GRM8
cg09132388	GIMAP7	GIMAP7
cg09150232	GRB10	GRB10
cg09277575	AKR1D1	AKR1D1
cg09325711	RALA	RALA
cg09405612	GLI3	GLI3
cg09549073	HOXA5	HOXA-AS3
cg09549073	HOXA5	HOXA3
cg09549073	HOXA5	HOXA5
cg09549073	HOXA5	RP1-170O19.22
cg09591286	ZNF804B	ZNF804B
cg09635954	PRR15	PRR15
cg09648233	ALKBH4	ALKBH4
cg09648233	ALKBH4	LRWD1
cg09648233	ALKBH4	MIR5090
cg09671837	FAM115A	FAM115A
cg09908750	HOXA2	HOXA2
cg09914773	CYP3A4	CYP3A4
cg09916572	ZP3	SSC4D
cg09916572	ZP3	ZP3
cg10064162	LAMB1	LAMB1
cg10073723	BMPER	BMPER
cg10089657	MIR339	C7orf50
cg10089657	MIR339	MIR339
cg10152449	CHST12	CHST12
cg10157098	FAM71F1	FAM71F1
cg10162464	ZNF282	ZNF282
cg10213821	BUD31	BUD31
cg10213821	BUD31	PDAP1
cg10289912	ZNRF2	ZNRF2
cg10310310	MIR153-2	MIR153-2
cg10310310	MIR153-2	PTPRN2
cg10316381	SNX10	SNX10
cg10329418	PON3	PON3
cg10389644	MAFK	MAFK
cg10681065	TFR2	TFR2
cg10725344	FAM180A	FAM180A
cg10806140	SFRP4	EPDR1
cg10806140	SFRP4	SFRP4
cg10822172	CREB5	CREB5
cg10839521	LRGUK	LRGUK
cg11058932	TSGA13	TSGA13
cg11079619	INHBA	AC005027.3
cg11079619	INHBA	INHBA
cg11079619	INHBA	INHBA-AS1
cg11185569	CHN2	CHN2
cg11185569	CHN2	CPVL
cg11223864	GNB2	GNB2
cg11241627	FERD3L	AC003986.5
cg11241627	FERD3L	FERD3L
cg11248491	CYTH3	CYTH3
cg11256279	C7orf23	TMEM243
cg11256279	C7orf23	Y_RNA
cg11271605	STEAP4	STEAP4
cg11303670	TSPAN33	TSPAN33
cg11303839	CCL26	CCL26
cg11410718	HOXA4	HOXA-AS2
cg11410718	HOXA4	HOXA-AS3
cg11410718	HOXA4	HOXA3
cg11410718	HOXA4	HOXA4
cg11410718	HOXA4	RP1-170O19.22
cg11521965	PTN	PTN
cg11554507	NEUROD6	NEUROD6
cg11608424	HEPACAM2	HEPACAM2
cg11648289	EN2	AC008060.8
cg11648289	EN2	EN2
cg11673969	EPHB4	EPHB4
cg11673969	EPHB4	SLC12A9
cg11802692	FKBP14	FKBP14
cg11802692	FKBP14	PLEKHA8
cg11828089	CALN1	CALN1
cg11908057	HOXA4	HOXA-AS2
cg11908057	HOXA4	HOXA-AS3
cg11908057	HOXA4	HOXA3
cg11908057	HOXA4	HOXA4
cg11908057	HOXA4	RP1-170O19.22
cg11997899	DLX5	DLX5
cg12019109	AZGP1	AZGP1
cg12099032	TXNDC3	EPDR1
cg12099032	TXNDC3	NME8
cg12128839	HOXA5	HOXA5
cg12266024	FAM126A	FAM126A
cg12288726	ARF5	ARF5
cg12288726	ARF5	GCC1
cg12318316	NDUFB2	NDUFB2
cg12318316	NDUFB2	NDUFB2-AS1
cg12337114	TAS2R3	SSBP1
cg12337114	TAS2R3	TAS2R3
cg12428604	TMEM60	PHTF2
cg12428604	TMEM60	TMEM60
cg12520111	PPIA	PPIA
cg12555334	PSPH	CCT6A
cg12555334	PSPH	PSPH
cg12556325	C7orf29	LRRC61
cg12556325	C7orf29	ZBED6CL
cg12577010	TMEM140	AGBL3
cg12577010	TMEM140	C7orf49
cg12577010	TMEM140	TMEM140
cg12592716	CUL1	CUL1
cg12592716	CUL1	RP5-1136G13.2
cg12614105	NPY	NPY
cg12650011	TSPAN12	TSPAN12
cg12658982	PRR15	AC007255.8
cg12658982	PRR15	PRR15
cg12730381	YWHAG	YWHAG
cg12733079	ZNF277	DOCK4
cg12733079	ZNF277	ZNF277
cg12781218	C7orf31	C7orf31
cg12878228	PRSS1	PRSS1
cg12878228	PRSS1	TRBC2
cg12878228	PRSS1	TRBV25-1
cg12878228	PRSS1	TRBV28
cg12903171	GRB10	GRB10
cg12914657	GIMAP1	GIMAP1
cg12914657	GIMAP1	GIMAP1-GIMAP5
cg12943082	CCL26	CCL26
cg12967723	TRIP6	SLC12A9
cg12967723	TRIP6	TRIP6
cg13047892	MEOX2	MEOX2
cg13047892	MEOX2	MEOX2-AS1
cg13120814	TMEM140	C7orf49
cg13120814	TMEM140	TMEM140
cg13155059	CAPZA2	CAPZA2
cg13298841	HECW1	AC005537.2
cg13298841	HECW1	HECW1
cg13298859	LFNG	LFNG
cg13344740	DLX5	DLX5
cg13360404	KLHDC10	KLHDC10
cg13391638	TMEM168	TMEM168
cg13463367	PSMC2	CTA-276O3.4
cg13463367	PSMC2	PSMC2
cg13523557	ADCY1	ADCY1
cg13560901	TRIL	TRIL
cg13561372	AASS	AASS
cg13603551	ABP1	AOC1
cg13634864	ADAP1	ADAP1
cg13634864	ADAP1	COX19
cg13675849	TRPV5	TRPV5
cg13676215	AHR	AC003075.4
cg13676215	AHR	AHR
cg13741326	TP53TG1	CROT
cg13741326	TP53TG1	TP53TG1
cg13917504	MESTIT1	MEST
cg13917504	MESTIT1	MESTIT1
cg13931228	MPP6	MPP6
cg13983870	TSPAN12	TSPAN12
cg13985518	HOXA2	HOXA2
cg14088161	ACTL6B	ACTL6B
cg14093368	BAZ1B	BAZ1B
cg14153740	TRYX3	PRSS58
cg14171882	HUS1	HUS1
cg14209870	TAS2R5	TAS2R5
cg14269477	TRPV5	TRPV5
cg14361627	KLF14	KLF14
cg14377593	TFPI2	AC002076.10
cg14377593	TFPI2	GNGT1
cg14377593	TFPI2	TFPI2
cg14427668	ATXN7L1	ATXN7L1
cg14450506	DDX56	DDX56
cg14451276	AOAH	AOAH
cg14520511	ANKIB1	ANKIB1
cg14520511	ANKIB1	KRIT1
cg14534464	NFE2L3	NFE2L3
cg14573448	HOXA3	HOXA-AS2
cg14573448	HOXA3	HOXA3
cg14658493	HOXA5	HOXA5
cg14671222	KRBA1	KRBA1
cg14702264	C7orf42	TMEM248
cg14724613	GRM3	GRM3
cg14762670	CACNA2D1	CACNA2D1
cg14778169	CACNA2D1	CACNA2D1
cg14796406	SEMA3C	SEMA3C
cg14838115	C7orf71	C7orf71
cg14882265	HOXA5	HOXA-AS3
cg14882265	HOXA5	HOXA3
cg14882265	HOXA5	HOXA5
cg14882265	HOXA5	RP1-170O19.22
cg14913925	C7orf38	FAM200A
cg14975238	BHLHA15	BHLHA15
cg14984920	CYCS	CYCS
cg14989988	ATXN7L1	ATXN7L1
cg15001032	DDC	DDC
cg15001372	GCK	GCK
cg15028436	TXNDC3	EPDR1
cg15028436	TXNDC3	NME8
cg15042385	URGCP	UBE2D4
cg15042385	URGCP	URGCP
cg15087147	LRRC4	LRRC4
cg15087147	LRRC4	SND1
cg15146720	GALNT11	GALNT11
cg15146720	GALNT11	Metazoa_SRP
cg15154229	CPA1	CPA1
cg15164103	MEST	MEST
cg15164103	MEST	MESTIT1
cg15164103	MEST	MESTIT1_1
cg15164103	MEST	MESTIT1_2
cg15164958	VSTM2A	VSTM2A
cg15414833	ABCB1	ABCB1
cg15414833	ABCB1	RUNDC3B
cg15447479	SMO	SMO
cg15547534	C7orf47	PPP1R35
cg15547534	C7orf47	RP11-758P17.3
cg15560337	HYAL4	HYAL4
cg15652212	TMEM139	AC073342.12
cg15652212	TMEM139	TMEM139
cg15652797	TP53TG1	CROT
cg15652797	TP53TG1	TP53TG1
cg15659052	ELMO1	ELMO1
cg15693363	GARS	AC005154.6
cg15693363	GARS	GARS
cg15760840	HOXA11	HOXA11
cg15760840	HOXA11	HOXA11-AS
cg15760840	HOXA11	HOXA11-AS1_2
cg15760840	HOXA11	HOXA11-AS1_3
cg15760840	HOXA11	HOXA11-AS1_4
cg15774495	GRB10	GRB10
cg15781316	SHFM1	SHFM1
cg15802323	ARF5	ARF5
cg15802323	ARF5	GCC1
cg15815016	NOD1	NOD1
cg15835825	HTR5A	HTR5A
cg15835825	HTR5A	HTR5A-AS1
cg15905634	TAS2R60	EPHA1-AS1
cg15905634	TAS2R60	TAS2R60
cg15908975	MIR592	GRM8
cg15908975	MIR592	MIR592
cg15914863	CYP2W1	CYP2W1
cg16075384	C7orf42	TMEM248
cg16218254	IMMP2L	IMMP2L
cg16241648	ARPC1A	ARPC1A
cg16253412	TPST1	TPST1
cg16329896	TNS3	TNS3
cg16336120	RAMP3	RAMP3
cg16391151	NOD1	NOD1
cg16415646	INHBA	AC005027.3
cg16415646	INHBA	INHBA
cg16415646	INHBA	INHBA-AS1
cg16477744	MIR153-2	MIR153-2
cg16477744	MIR153-2	PTPRN2
cg16489360	TMEM209	TMEM209
cg16567172	HSPB1	HSPB1
cg16697850	MOXD2	MOXD2
cg16702815	AGR3	AGR3
cg16722118	FAM115A	TCAF1
cg16752583	TRPV6	RP11-114L10.2
cg16752583	TRPV6	TRPV6
cg16837769	NDUFA4	NDUFA4
cg16837769	NDUFA4	RP5-855F16.1
cg16844053	CUL1	CUL1
cg16858211	AOAH	AOAH
cg16880396	SH2B2	SH2B2
cg16880946	HOXA6	HOXA-AS3
cg16880946	HOXA6	HOXA3
cg16880946	HOXA6	HOXA6
cg16880946	HOXA6	RP1-170O19.22
cg16880946	HOXA6	RP1-170O19.23
cg16910830	CNTNAP2	CNTNAP2
cg16913250	CTTNBP2	CTTNBP2
cg16989248	PSPH	CCT6A
cg16989248	PSPH	PSPH
cg16997642	HOXA5	HOXA-AS3
cg16997642	HOXA5	HOXA3
cg16997642	HOXA5	HOXA5
cg16997642	HOXA5	RP1-170O19.22
cg17054360	MTERF	MTERF1
cg17140815	ATP6V1F	ATP6V1F
cg17140815	ATP6V1F	KCP
cg17140815	ATP6V1F	RP11-309L24.2
cg17194182	EPO	EPO
cg17204129	CFTR	CFTR
cg17240725	WBSCR26	ABHD11-AS1
cg17279839	RARRES2	RARRES2
cg17279839	RARRES2	RP4-584D14.7
cg17304025	OR6B1	OR6B1
cg17330251	PON1	PON1
cg17356112	PLXNA4	FLJ40288
cg17356112	PLXNA4	PLXNA4
cg17412351	STYXL1	MDH2
cg17412351	STYXL1	STYXL1
cg17432857	HOXA5	HOXA-AS3
cg17432857	HOXA5	HOXA3
cg17432857	HOXA5	HOXA5
cg17432857	HOXA5	RP1-170O19.22
cg17469978	CAV1	CAV1
cg17518962	GAL3ST4	GAL3ST4
cg17536848	LMBR1	LMBR1
cg17560179	TAS2R5	TAS2R5
cg17561435	BMPER	BMPER
cg17569124	HOXA5	HOXA-AS3
cg17569124	HOXA5	HOXA3
cg17569124	HOXA5	HOXA5
cg17569124	HOXA5	RP1-170O19.22
cg17588800	GLI3	GLI3
cg17616554	CFTR	CFTR
cg17784922	KEL	KEL
cg17786776	FKBP9	FKBP9
cg17950095	HOXA11AS	HOXA11
cg17950095	HOXA11AS	HOXA11-AS
cg17950095	HOXA11AS	HOXA11-AS1_1
cg17950095	HOXA11AS	HOXA11-AS1_2
cg17950095	HOXA11AS	HOXA11-AS1_3
cg18152517	STRA8	STRA8
cg18219226	GUSB	GUSB
cg18221429	ACTR3C	ACTR3C
cg18221429	ACTR3C	LRRC61
cg18311537	MIR196B	HOXA10-AS
cg18311537	MIR196B	HOXA10-HOXA9
cg18311537	MIR196B	HOXA9
cg18311537	MIR196B	MIR196B
cg18321354	CARD11	CARD11
cg18329349	CAV1	CAV1
cg18397523	EVX1	EVX1
cg18397523	EVX1	EVX1-AS
cg18412613	YKT6	YKT6
cg18416881	AKR1B1	AKR1B1
cg18430152	HOXA3	HOXA-AS2
cg18430152	HOXA3	HOXA3
cg18438300	FZD9	FZD9
cg18463686	CLEC5A	CLEC5A
cg18464137	SEMA3E	SEMA3E
cg18491230	ANLN	ANLN
cg18491230	ANLN	KIAA0895
cg18508525	CD36	CD36
cg18511007	COL1A2	COL1A2
cg18527241	ATXN7L1	ATXN7L1
cg18589624	INMT	INMT
cg18589624	INMT	INMT-FAM188B
cg18607470	KIAA0895	KIAA0895
cg18670235	PLOD3	PLOD3
cg18670235	PLOD3	ZNHIT1
cg18789624	NOD1	NOD1
cg18884741	RABGEF1	KCTD7
cg18884741	RABGEF1	RABGEF1
cg18961281	CARD11	CARD11
cg18967846	CLDN12	CLDN12
cg18967846	CLDN12	CTB-13L3.1
cg18971054	MGAM	MGAM
cg19014792	CARD11	CARD11
cg19023700	MKLN1	MKLN1
cg19023700	MKLN1	MKLN1-AS
cg19071544	NOD1	NOD1
cg19159011	IKZF1	IKZF1
cg19340455	GPR146	C7orf50
cg19340455	GPR146	GPR146
cg19340455	GPR146	RP11-449P15.1
cg19432993	HOXA2	HOXA2
cg19528976	C7orf52	NAT16
cg19548738	FAM115A	TCAF1
cg19632026	CHCHD3	CHCHD3
cg19632026	CHCHD3	U6
cg19724567	IFRD1	IFRD1
cg19759064	PHKG1	PHKG1
cg19759481	HOXA5	HOXA-AS3
cg19759481	HOXA5	HOXA3
cg19759481	HOXA5	HOXA5
cg19759481	HOXA5	RP1-170O19.22
cg19770955	DUS4L	COG5
cg19770955	DUS4L	DUS4L
cg19778698	MAFK	MAFK
cg19815904	SEMA3C	SEMA3C
cg19816811	HOXA6	HOXA-AS3
cg19816811	HOXA6	HOXA3
cg19816811	HOXA6	HOXA6
cg19816811	HOXA6	RP1-170O19.22
cg19816811	HOXA6	RP1-170O19.23
cg19831077	WDR86	WDR86
cg19831077	WDR86	WDR86-AS1
cg19832597	GARS	AC005154.6
cg19832597	GARS	GARS
cg19920134	STARD3NL	STARD3NL
cg20170989	POM121L12	POM121L12
cg20176648	AQP1	AQP1
cg20176648	AQP1	RP5-877J2.1
cg20208398	BLVRA	BLVRA
cg20258698	TNS3	TNS3
cg20259398	CDCA7L	CDCA7L
cg20322193	RALA	RALA
cg20352798	ZP3	SSC4D
cg20352798	ZP3	ZP3
cg20380768	MEST	MEST
cg20380768	MEST	RP11-2E11.5
cg20420433	MNX1	MNX1
cg20420433	MNX1	MNX1-AS1
cg20456055	ABCB8	ABCB8
cg20537629	MAGI2	MAGI2
cg20537629	MAGI2	MAGI2-AS3
cg20633959	NRF1	NRF1
cg20633959	NRF1	RP11-448A19.1
cg20720686	POR	POR
cg20747380	HOXA2	HOXA2
cg20817131	HOXA5	HOXA-AS3
cg20817131	HOXA5	HOXA3
cg20817131	HOXA5	HOXA5
cg20817131	HOXA5	RP1-170O19.22
cg20842915	RALA	RALA
