"gene_id","gene_name","length"
"ENSG00000181961.2","OR4A16",1081
"ENSG00000181958.3","OR4A15",1035
"ENSG00000181939.2","OR4C15",1113
"ENSG00000181935.3","OR4C16",933
"ENSG00000172188.4","OR4C11",1045
"ENSG00000181927.2","OR4P4",939
"ENSG00000174982.2","OR4S2",936
"ENSG00000181903.3","OR4C6",1058
"ENSG00000198877.1","OR5D13",945
"ENSG00000186113.1","OR5D14",945
"ENSG00000186117.2","OR5L1",1099
"ENSG00000186119.6","OR5D18",988
"ENSG00000205030.1","OR5L2",936
"ENSG00000205029.1","OR5D16",987
"ENSG00000124900.8","TRIM51",1832
"ENSG00000187612.1","OR5W2",933
"ENSG00000167825.3","OR5I1",945
"ENSG00000174970.2","OR10AG1",1016
"ENSG00000149133.1","OR5F1",945
"ENSG00000181785.1","OR5AS1",975
"ENSG00000172154.4","OR8I2",1010
"ENSG00000181767.1","OR8H2",939
"ENSG00000181761.5","OR8H3",939
"ENSG00000167822.1","OR8J3",948
"ENSG00000181752.3","OR8K5",924
"ENSG00000174957.1","OR5J2",939
"ENSG00000181718.4","OR5T2",1248
"ENSG00000172489.5","OR5T3",1023
"ENSG00000181698.2","OR5T1",1118
"ENSG00000181693.6","OR8H1",1038
"ENSG00000181689.1","OR8K3",939
"ENSG00000150261.2","OR8K1",1087
"ENSG00000172487.3","OR8J1",1074
"ENSG00000172199.1","OR8U1",930
"ENSG00000174942.1","OR5R1",975
"ENSG00000150269.1","OR5M9",933
"ENSG00000174937.2","OR5M3",1051
"ENSG00000181371.2","OR5M8",1047
"ENSG00000255223.2","OR5M11",1012
"ENSG00000254834.2","OR5M10",1052
"ENSG00000255012.1","OR5M1",948
"ENSG00000172464.2","OR5AP2",1006
"ENSG00000172459.2","OR5AR1",1026
"ENSG00000174914.1","OR9G1",918
"ENSG00000172457.5","OR9G4",985
"ENSG00000181273.2","OR5AK2",996
"ENSG00000183908.5","LRRC55",5410
"ENSG00000134817.9","APLNR",3659
"ENSG00000149115.9","TNKS1BP1",7149
"ENSG00000149136.3","SSRP1",6323
"ENSG00000109991.4","P2RX3",2614
"ENSG00000156575.2","PRG3",869
"ENSG00000186652.5","PRG2",1838
"ENSG00000254979.1","RP11-872D17.8",2242
"ENSG00000134802.13","SLC43A3",3664
"ENSG00000186907.3","RTN4RL2",2387
"ENSG00000149150.4","SLC43A1",3534
"ENSG00000134809.4","TIMM10",777
"ENSG00000214872.4","SMTNL1",2062
"ENSG00000156587.11","UBE2L6",2197
"ENSG00000149131.11","SERPING1",3603
"ENSG00000166793.6","YPEL4",4460
"ENSG00000172409.5","CLP1",2793
"ENSG00000156599.6","ZDHHC5",5429
"ENSG00000156603.10","MED19",1775
"ENSG00000213593.5","TMX2",2246
"ENSG00000254462.1","TMX2-CTNND1",585
"ENSG00000211450.5","C11orf31",2162
"ENSG00000254732.1","RP11-691N7.6",580
"ENSG00000233436.3","BTBD18",3188
"ENSG00000198561.8","CTNND1",8833
"ENSG00000186509.3","OR9Q1",2488
"ENSG00000172381.3","OR6Q1",1002
"ENSG00000172377.1","OR9I1",945
"ENSG00000186513.2","OR9Q2",1085
"ENSG00000197887.3","OR1S2",980
"ENSG00000172774.6","OR1S1",979
"ENSG00000180475.4","OR10Q1",1037
"ENSG00000172772.3","OR10W1",1469
"ENSG00000197786.3","OR5B17",946
"ENSG00000172769.2","OR5B3",946
"ENSG00000172365.2","OR5B2",1049
"ENSG00000172362.2","OR5B12",1054
"ENSG00000198283.2","OR5B21",931
"ENSG00000110031.8","LPXN",2467
"ENSG00000186660.14","ZFP91",5220
"ENSG00000255073.4","ZFP91-CNTF",2417
"ENSG00000269570.1","AP001350.1",171
"ENSG00000242689.1","CNTF",1886
"ENSG00000149124.6","GLYAT",2808
"ENSG00000156689.2","GLYATL2",1834
"ENSG00000166840.9","GLYATL1",5440
"ENSG00000224130.1","AP001652.1",1596
"ENSG00000189057.6","FAM111B",3857
"ENSG00000166801.11","FAM111A",7221
"ENSG00000110042.3","DTX4",6072
"ENSG00000197629.5","MPEG1",4442
"ENSG00000176495.2","OR5AN1",1037
"ENSG00000172324.4","OR5A2",1034
"ENSG00000172320.2","OR5A1",1051
"ENSG00000166884.2","OR4D6",1054
"ENSG00000254466.1","OR4D10",1024
"ENSG00000176200.1","OR4D11",936
"ENSG00000172742.4","OR4D9",945
"ENSG00000110048.7","OSBP",5492
"ENSG00000166889.13","PATL1",4278
"ENSG00000172289.2","OR10V1",1042
"ENSG00000166900.10","STX3",7624
"ENSG00000166902.4","MRPL16",2271
"ENSG00000134812.3","GIF",2409
"ENSG00000134827.3","TCN1",1586
"ENSG00000214788.1","OOSP1",369
"ENSG00000149507.2","PLAC1L",1897
"ENSG00000149516.9","MS4A3",2095
"ENSG00000149534.4","MS4A2",1958
"ENSG00000110077.10","MS4A6A",6197
"ENSG00000214787.4","MS4A4E",1369
"ENSG00000110079.12","MS4A4A",2508
"ENSG00000166926.4","MS4A6E",1057
"ENSG00000166927.8","MS4A7",4348
"ENSG00000166928.6","MS4A14",3650
"ENSG00000166930.2","MS4A5",897
"ENSG00000156738.13","MS4A1",4872
"ENSG00000071203.5","MS4A12",1839
"ENSG00000204979.3","MS4A13",1289
"ENSG00000166959.3","MS4A8",2583
"ENSG00000214782.3","MS4A18",1415
"ENSG00000166961.10","MS4A15",2195
"ENSG00000172689.1","MS4A10",2296
"ENSG00000110104.7","CCDC86",2044
"ENSG00000183134.4","PTGDR2",2895
"ENSG00000149506.6","ZP1",2436
"ENSG00000110107.4","PRPF19",2739
"ENSG00000110108.5","TMEM109",2421
"ENSG00000006118.10","TMEM132A",7271
"ENSG00000110446.5","SLC15A3",6118
"ENSG00000013725.10","CD6",5995
"ENSG00000110448.6","CD5",3221
"ENSG00000167987.6","VPS37C",3960
"ENSG00000229859.4","PGA3",5039
"ENSG00000229183.4","PGA4",3821
"ENSG00000256713.3","PGA5",2913
"ENSG00000167992.8","VWCE",4869
"ENSG00000167986.9","DDB1",13950
"ENSG00000149476.10","DAK",8136
"ENSG00000162144.5","CYB561A3",10597
"ENSG00000149483.7","TMEM138",6348
"ENSG00000187049.5","TMEM216",2364
"ENSG00000149532.11","CPSF7",6019
"ENSG00000256591.1","RP11-286N22.8",1569
"ENSG00000167985.2","SDHAF2",2492
"ENSG00000162148.6","PPP1R32",2400
"ENSG00000204950.2","LRRC10B",2211
"ENSG00000011347.5","SYT7",5953
"ENSG00000134780.5","DAGLA",5757
"ENSG00000124920.9","MYRF",10813
"ENSG00000134825.9","TMEM258",3068
"ENSG00000168496.3","FEN1",2478
"ENSG00000134824.9","FADS2",11026
"ENSG00000149485.12","FADS1",10228
"ENSG00000221968.4","FADS3",6283
"ENSG00000167994.7","RAB3IL1",3006
"ENSG00000167995.11","BEST1",8930
"ENSG00000167996.11","FTH1",2030
"ENSG00000269089.1","AP003733.1",1303
"ENSG00000149503.8","INCENP",4473
"ENSG00000168515.3","SCGB1D1",453
"ENSG00000124939.4","SCGB2A1",518
"ENSG00000124935.3","SCGB1D2",480
"ENSG00000110484.6","SCGB2A2",1508
"ENSG00000197745.1","SCGB1D4",434
"ENSG00000162174.8","ASRGL1",4584
"ENSG00000149021.2","SCGB1A1",582
"ENSG00000124942.9","AHNAK",19463
"ENSG00000254772.5","EEF1G",2969
"ENSG00000255508.3","MIR3654",5197
"ENSG00000149016.11","TUT1",4082
"ENSG00000149480.2","MTA2",4236
"ENSG00000149499.7","EML3",5490
"ENSG00000149489.4","ROM1",2495
"ENSG00000149541.5","B3GAT3",2428
"ENSG00000089597.12","GANAB",4933
"ENSG00000185085.2","INTS5",3285
"ENSG00000255432.1","RP11-831H9.11",577
"ENSG00000162194.8","C11orf48",3653
"ENSG00000214756.3","METTL12",3185
"ENSG00000204922.4","C11orf83",2398
"ENSG00000162191.9","UBXN1",2510
"ENSG00000177363.4","LRRN4CL",2585
"ENSG00000234857.2","HNRNPUL2-BSCL2",4001
"ENSG00000168000.10","BSCL2",4004
"ENSG00000162188.5","GNG3",882
"ENSG00000214753.2","HNRNPUL2",5293
"ENSG00000162222.9","TTC9C",2657
"ENSG00000185670.7","ZBTB3",3348
"ENSG00000168002.7","POLR2G",1923
"ENSG00000162227.3","TAF6L",3149
"ENSG00000168569.7","TMEM223",2280
"ENSG00000185475.4","TMEM179B",1496
"ENSG00000162231.9","NXF1",6194
"ENSG00000162236.7","STX5",2257
"ENSG00000133316.11","WDR74",4247
"ENSG00000168003.12","SLC3A2",5239
"ENSG00000168539.3","CHRM1",3250
"ENSG00000197901.7","SLC22A6",2407
"ENSG00000149452.11","SLC22A8",8531
"ENSG00000197658.5","SLC22A24",2489
"ENSG00000184999.7","SLC22A10",3207
"ENSG00000196600.8","SLC22A25",3752
"ENSG00000149742.5","SLC22A9",2362
"ENSG00000168004.5","HRASLS5",3268
"ENSG00000133317.10","LGALS12",2270
"ENSG00000133321.6","RARRES3",1299
"ENSG00000133328.3","HRASLS2",742
"ENSG00000176485.6","PLA2G16",3104
"ENSG00000184743.8","ATL3",7600
"ENSG00000133318.9","RTN3",5792
"ENSG00000168005.4","C11orf84",2807
"ENSG00000072518.16","MARK2",6154
"ENSG00000167771.5","RCOR2",2738
"ENSG00000110583.8","NAA40",5321
"ENSG00000176340.3","COX8A",507
"ENSG00000256100.1","AP000721.4",559
"ENSG00000167770.7","OTUB1",5331
"ENSG00000133315.6","MACROD1",2089
"ENSG00000126500.3","FLRT1",3949
"ENSG00000168439.12","STIP1",4657
"ENSG00000149781.8","FERMT3",3062
"ENSG00000149743.9","TRPT1",2210
"ENSG00000149761.4","NUDT22",3721
"ENSG00000110011.9","DNAJC4",2807
"ENSG00000173511.5","VEGFB",1539
"ENSG00000173486.8","FKBP2",1608
"ENSG00000173457.6","PPP1R14B",1651
"ENSG00000149782.7","PLCB3",4964
"ENSG00000002330.9","BAD",1708
"ENSG00000173264.9","GPR137",4031
"ENSG00000182450.8","KCNK4",2632
"ENSG00000219435.3","TEX40",1076
"ENSG00000173153.9","ESRRA",3030
"ENSG00000173113.2","TRMT112",1625
"ENSG00000126432.9","PRDX5",893
"ENSG00000168071.17","CCDC88B",8331
"ENSG00000162302.8","RPS6KA4",3807
"ENSG00000181908.4","AP003774.4",2337
"ENSG00000168065.11","SLC22A11",5222
"ENSG00000197891.7","SLC22A12",3375
"ENSG00000110076.14","NRXN2",10580
"ENSG00000068831.14","RASGRP2",6084
"ENSG00000068976.9","PYGM",4981
"ENSG00000168066.16","SF1",5972
"ENSG00000168067.7","MAP4K2",3745
"ENSG00000133895.10","MEN1",4246
"ENSG00000171219.8","CDC42BPG",6112
"ENSG00000110047.13","EHD1",7088
"ENSG00000110046.8","ATG2A",7883
"ENSG00000068971.9","PPP2R5B",3376
"ENSG00000149735.2","GPHA2",926
"ENSG00000168070.7","C11orf85",2301
"ENSG00000168062.5","BATF2",2844
"ENSG00000213465.3","ARL2",2084
"ENSG00000273003.1","RP11-399J13.3",2392
"ENSG00000110025.8","SNX15",4915
"ENSG00000168061.9","SAC3D1",1772
"ENSG00000168060.10","NAALADL1",4044
"ENSG00000146670.5","CDCA5",3925
"ENSG00000162300.7","ZFPL1",2782
"ENSG00000187066.4","AP003068.6",4194
"ENSG00000149823.3","VPS51",4878
"ENSG00000149809.10","TM7SF2",3408
"ENSG00000174276.5","ZNHIT2",1296
"ENSG00000149806.6","FAU",1846
"ENSG00000162298.12","SYVN1",5496
"ENSG00000149792.4","MRPL49",3080
"ENSG00000204710.2","SPDYC",991
"ENSG00000254614.1","AP003068.23",1583
"ENSG00000014216.11","CAPN1",7553
"ENSG00000014138.4","POLA2",5726
"ENSG00000149798.3","CDC42EP2",2452
"ENSG00000133884.5","DPF2",7715
"ENSG00000173825.6","TIGD3",2012
"ENSG00000162241.8","SLC25A45",7855
"ENSG00000126391.9","FRMD8",4091
"ENSG00000173727.7","AP000769.1",693
"ENSG00000142186.12","SCYL1",4282
"ENSG00000168056.10","LTBP3",10298
"ENSG00000173465.3","SSSCA1",2008
"ENSG00000176973.7","FAM89B",1458
"ENSG00000173442.7","EHBP1L1",6705
"ENSG00000269018.1","AP001362.1",783
"ENSG00000173338.8","KCNK7",1563
"ENSG00000173327.3","MAP3K11",10564
"ENSG00000197136.4","PCNXL3",7972
"ENSG00000213445.4","SIPA1",4668
"ENSG00000173039.14","RELA",5464
"ENSG00000172977.8","KAT5",3732
"ENSG00000172922.4","RNASEH2C",3697
"ENSG00000254470.2","AP5B1",4811
"ENSG00000172818.5","OVOL1",3849
"ENSG00000172757.8","CFL1",5863
"ENSG00000172803.13","SNX32",3966
"ENSG00000172732.7","MUS81",5476
"ENSG00000172638.8","EFEMP2",5397
"ENSG00000172543.3","CTSW",1719
"ENSG00000172500.8","FIBP",3353
"ENSG00000175602.2","CCDC85B",1231
"ENSG00000175592.4","FOSL1",1887
"ENSG00000175573.6","C11orf68",1761
"ENSG00000175550.3","DRAP1",1737
"ENSG00000175467.10","SART1",4323
"ENSG00000175376.4","EIF1AD",3327
"ENSG00000175334.3","BANF1",1645
"ENSG00000175315.2","CST6",759
"ENSG00000175294.5","CATSPER1",2687
"ENSG00000175229.6","GAL3ST3",2481
"ENSG00000087365.10","SF3B2",9795
"ENSG00000255038.1","RP11-1167A19.2",502
"ENSG00000175115.7","PACS1",9037
"ENSG00000174996.7","KLC2",5479
"ENSG00000174903.10","RAB1B",2007
"ENSG00000174871.6","CNIH2",2069
"ENSG00000174851.10","YIF1A",2370
"ENSG00000179292.4","TMEM151A",2562
"ENSG00000174807.3","CD248",2558
"ENSG00000174791.6","RIN1",5469
"ENSG00000174744.9","BRMS1",2514
"ENSG00000174684.6","B3GNT1",2072
"ENSG00000255468.2","RP11-867G23.8",1540
"ENSG00000174669.7","SLC29A2",2720
"ENSG00000174576.4","NPAS4",3424
"ENSG00000174547.9","MRPL11",2539
"ENSG00000174516.10","PELI3",3807
"ENSG00000254986.3","DPP3",3979
"ENSG00000256349.1","CTD-3074O7.11",3547
"ENSG00000174483.15","BBS1",6145
"ENSG00000174165.3","ZDHHC24",3486
"ENSG00000174080.6","CTSF",2896
"ENSG00000182791.3","CCDC87",2915
"ENSG00000173992.4","CCS",2474
"ENSG00000239306.4","RBM14",3937
"ENSG00000173933.15","RBM4",5821
"ENSG00000248643.5","RBM14-RBM4",2577
"ENSG00000173914.7","RBM4B",4325
"ENSG00000173898.7","SPTBN2",9131
"ENSG00000173715.11","C11orf80",3953
"ENSG00000173653.3","RCE1",2995
"ENSG00000173599.9","PC",5927
"ENSG00000173621.8","LRFN4",2828
"ENSG00000173237.4","C11orf86",1187
"ENSG00000173227.9","SYT12",10830
"ENSG00000173156.2","RHOD",1265
"ENSG00000173120.10","KDM2A",10258
"ENSG00000179038.7","AP001885.1",1248
"ENSG00000173020.6","ADRBK1",6665
"ENSG00000172932.10","ANKRD13D",6643
"ENSG00000172830.8","SSH3",3641
"ENSG00000175482.4","POLD4",3049
"ENSG00000175505.9","CLCF1",1986
"ENSG00000172613.3","RAD9A",3175
"ENSG00000172531.10","PPP1CA",2711
"ENSG00000175463.7","TBC1D10C",5010
"ENSG00000172508.6","CARNS1",5670
"ENSG00000175634.10","RPS6KB2",5815
"ENSG00000213402.2","PTPRCAP",1292
"ENSG00000172725.9","CORO1B",2958
"ENSG00000175514.2","GPR152",1429
"ENSG00000175544.9","CABP4",2701
"ENSG00000172663.4","TMEM134",3252
"ENSG00000110711.5","AIP",1640
"ENSG00000110697.8","PITPNM1",6449
"ENSG00000167797.3","CDK2AP2",2019
"ENSG00000167791.7","CABP2",996
"ENSG00000084207.11","GSTP1",1925
"ENSG00000184224.3","C11orf72",2434
"ENSG00000167792.7","NDUFV1",4154
"ENSG00000167799.5","NUDT8",1475
"ENSG00000167800.9","TBX10",1548
"ENSG00000132744.3","ACY3",1300
"ENSG00000132746.10","ALDH3B2",3235
"ENSG00000110057.3","UNC93B1",3438
"ENSG00000006534.11","ALDH3B1",6621
"ENSG00000110717.6","NDUFS8",4523
"ENSG00000110719.5","TCIRG1",4384
"ENSG00000110721.7","CHKA",3877
"ENSG00000110066.10","SUV420H1",8632
"ENSG00000171067.6","C11orf24",3406
"ENSG00000162337.7","LRP5",6164
"ENSG00000110075.10","PPP6R3",8333
"ENSG00000069482.6","GAL",1300
"ENSG00000132749.6","MTL5",5833
"ENSG00000110090.8","CPT1A",6565
"ENSG00000197345.8","MRPL21",2825
"ENSG00000132740.4","IGHMBP2",6465
"ENSG00000172938.3","MRGPRD",966
"ENSG00000172935.8","MRGPRF",2746
"ENSG00000162341.11","TPCN2",6130
"ENSG00000172927.3","MYEOV",3760
"ENSG00000110092.3","CCND1",4830
"ENSG00000149716.8","ORAOV1",7873
"ENSG00000162344.3","FGF19",2447
"ENSG00000268351.1","AP001888.1",465
"ENSG00000075388.2","FGF4",1220
"ENSG00000186895.2","FGF3",892
"ENSG00000131620.13","ANO1",6033
"ENSG00000168040.4","FADD",1841
"ENSG00000131626.11","PPFIA1",10467
"ENSG00000085733.11","CTTN",6949
"ENSG00000162105.12","SHANK2",16428
"ENSG00000172893.11","DHCR7",4160
"ENSG00000172890.7","NADSYN1",14970
"ENSG00000244411.2","KRTAP5-7",898
"ENSG00000241233.1","KRTAP5-8",1183
"ENSG00000254997.2","KRTAP5-9",1188
"ENSG00000204572.5","KRTAP5-10",1130
"ENSG00000204571.4","KRTAP5-11",1401
"ENSG00000187811.3","AP000867.1",3516
"ENSG00000158483.11","FAM86C1",2972
"ENSG00000184276.2","DEFB108B",666
"ENSG00000254469.3","RP11-849H4.2",3651
"ENSG00000137522.13","RNF121",3567
"ENSG00000137496.13","IL18BP",4323
"ENSG00000137497.13","NUMA1",15212
"ENSG00000184154.8","LRTOMT",6136
"ENSG00000149357.5","LAMTOR1",2778
"ENSG00000110200.4","ANAPC15",2883
"ENSG00000110203.4","FOLR3",1394
"ENSG00000110195.7","FOLR1",1577
"ENSG00000165457.9","FOLR2",1415
"ENSG00000165458.9","INPPL1",6519
"ENSG00000165462.5","PHOX2A",1784
"ENSG00000162129.8","CLPB",4232
"ENSG00000186642.11","PDE2A",7182
"ENSG00000186635.10","ARAP1",9047
"ENSG00000214530.3","STARD10",3710
"ENSG00000168010.6","ATG16L2",8617
"ENSG00000137478.10","FCHSD2",5188
"ENSG00000175591.7","P2RY2",2861
"ENSG00000171631.10","P2RY6",3976
"ENSG00000110237.3","ARHGEF17",9539
"ENSG00000054967.8","RELT",6322
"ENSG00000054965.6","FAM168A",7823
"ENSG00000021300.9","PLEKHB1",4933
"ENSG00000175582.15","RAB6A",4896
"ENSG00000175581.9","MRPL48",4386
"ENSG00000181924.6","COA4",2246
"ENSG00000175575.8","PAAF1",4558
"ENSG00000187726.4","DNAJB13",3475
"ENSG00000175567.4","UCP2",3237
"ENSG00000175564.8","UCP3",3684
"ENSG00000168014.12","C2CD3",12567
"ENSG00000214517.4","PPME1",7917
"ENSG00000149380.7","P4HA3",4009
"ENSG00000165434.6","PGM2L1",8515
"ENSG00000175538.6","KCNE3",3677
"ENSG00000175536.6","LIPT2",1187
"ENSG00000077514.4","POLD3",5508
"ENSG00000054938.11","CHRDL2",3073
"ENSG00000166439.5","RNF169",7823
"ENSG00000166435.11","XRRA1",9086
"ENSG00000118363.7","SPCS2",2979
"ENSG00000162139.5","NEU3",4347
"ENSG00000171561.3","OR2AT4",1042
"ENSG00000137491.10","SLCO2B1",9379
"ENSG00000261594.3","TPBGL",2793
"ENSG00000137486.12","ARRB1",5976
"ENSG00000149273.10","RPS3",5894
"ENSG00000149243.11","KLHL35",3101
"ENSG00000158555.10","GDPD5",9867
"ENSG00000149257.9","SERPINH1",4914
"ENSG00000171533.7","MAP6",6433
"ENSG00000166391.10","MOGAT2",4010
"ENSG00000062282.10","DGAT2",7904
"ENSG00000198382.4","UVRAG",6352
"ENSG00000085741.8","WNT11",2401
"ENSG00000137492.3","PRKRIR",7727
"ENSG00000179240.4","RP11-111M22.2",10972
"ENSG00000158636.12","C11orf30",11783
"ENSG00000137507.7","LRRC32",4459
"ENSG00000182704.6","TSKU",4131
"ENSG00000078124.7","ACER3",8442
"ENSG00000198488.6","B3GNT6",2762
"ENSG00000149260.10","CAPN5",6166
"ENSG00000254550.1","OMP",492
"ENSG00000137474.15","MYO7A",10136
"ENSG00000178795.5","GDPD4",3188
"ENSG00000149269.5","PAK1",6299
"ENSG00000268635.1","DKFZP434E1119",3659
"ENSG00000074201.4","CLNS1A",4592
"ENSG00000178301.3","AQP11",2396
"ENSG00000048649.9","RSF1",15740
"ENSG00000087884.10","AAMDC",1943
"ENSG00000149262.12","INTS4",6074
"ENSG00000151364.11","KCTD14",1917
"ENSG00000259112.1","NDUFC2-KCTD14",731
"ENSG00000151365.2","THRSP",1174
"ENSG00000151366.8","NDUFC2",2652
"ENSG00000159063.8","ALG8",3449
"ENSG00000188997.3","KCTD21",4164
"ENSG00000118369.8","USP35",5233
"ENSG00000033327.8","GAB2",6771
"ENSG00000137513.5","NARS2",3153
"ENSG00000149256.10","TENM4",16330
"ENSG00000182103.3","FAM181B",1854
"ENSG00000137509.6","PRCP",6482
"ENSG00000165490.8","C11orf82",5339
"ENSG00000137502.5","RAB30",11701
"ENSG00000165494.6","PCF11",8703
"ENSG00000137494.9","ANKRD42",6724
"ENSG00000137500.5","CCDC90B",6561
"ENSG00000150672.12","DLG2",16089
"ENSG00000171204.8","TMEM126B",2401
"ENSG00000171202.2","TMEM126A",971
"ENSG00000137504.9","CREBZF",5587
"ENSG00000179071.3","CCDC89",2428
"ENSG00000137501.12","SYTL2",11248
"ENSG00000215504.2","AP000974.1",2387
"ENSG00000150676.8","CCDC83",2359
"ENSG00000073921.13","PICALM",5833
"ENSG00000074266.13","EED",7016
"ENSG00000149196.11","C11orf73",3417
"ENSG00000149201.5","CCDC81",4544
"ENSG00000151376.12","ME3",3838
"ENSG00000150687.7","PRSS23",11725
"ENSG00000174804.3","FZD4",7383
"ENSG00000166575.12","TMEM135",5898
"ENSG00000123892.7","RAB38",1465
"ENSG00000109861.11","CTSC",11421
"ENSG00000168959.10","GRM5",8657
"ENSG00000077498.8","TYR",3016
"ENSG00000086991.8","NOX4",6327
"ENSG00000214414.5","TRIM77",1353
"ENSG00000168930.9","TRIM49",2163
"ENSG00000189253.7","TRIM64B",2689
"ENSG00000223417.4","TRIM49D1",2164
"ENSG00000204449.2","TRIM49C",2766
"ENSG00000077616.6","NAALAD2",7254
"ENSG00000110172.7","CHORDC1",10655
"ENSG00000165323.11","FAT3",19420
"ENSG00000134640.2","MTNR1B",1956
"ENSG00000180773.10","SLC36A4",9681
"ENSG00000165325.9","CCDC67",4151
"ENSG00000166002.2","SMCO4",1223
"ENSG00000166004.10","KIAA1731",9493
"ENSG00000166012.10","TAF1D",8420
"ENSG00000182919.10","C11orf54",6269
"ENSG00000042429.6","MED17",10773
"ENSG00000214376.5","VSTM5",3849
"ENSG00000181333.11","HEPHL1",5345
"ENSG00000110218.4","PANX1",2769
"ENSG00000183560.4","FOLR4",826
"ENSG00000123901.4","GPR83",4282
"ENSG00000020922.8","MRE11A",3538
"ENSG00000168876.4","ANKRD49",3526
"ENSG00000134627.7","PIWIL4",4558
"ENSG00000196371.2","FUT4",6047
"ENSG00000166025.13","AMOTL1",10035
"ENSG00000150316.7","CWC15",2989
"ENSG00000186280.5","KDM4D",2978
"ENSG00000235268.2","KDM4E",2339
"ENSG00000149218.4","ENDOD1",4687
"ENSG00000149212.6","SESN3",10370
"ENSG00000077458.8","FAM76B",6042
"ENSG00000166037.6","CEP57",7101
"ENSG00000087053.14","MTMR2",6119
"ENSG00000184384.9","MAML2",7106
"ENSG00000149231.7","CCDC82",6985
"ENSG00000183340.5","JRKL",4226
"ENSG00000149972.6","CNTN5",9048
"ENSG00000165895.13","ARHGAP42",6944
"ENSG00000170647.2","TMEM133",1853
"ENSG00000082175.10","PGR",15305
"ENSG00000137672.8","TRPC6",5537
"ENSG00000187151.3","ANGPTL5",2368
"ENSG00000110318.9","KIAA1377",8191
"ENSG00000137691.8","C11orf70",2647
"ENSG00000137693.9","YAP1",6296
"ENSG00000023445.9","BIRC3",7484
"ENSG00000110330.4","BIRC2",4517
"ENSG00000152558.10","TMEM123",4647
"ENSG00000255482.1","RP11-315O6.2",494
"ENSG00000137673.4","MMP7",2323
"ENSG00000137674.3","MMP20",2551
"ENSG00000255798.1","RP11-817J15.3",721
"ENSG00000137675.4","MMP27",1913
"ENSG00000118113.7","MMP8",3438
"ENSG00000166670.5","MMP10",1758
"ENSG00000196611.4","MMP1",1970
"ENSG00000149968.7","MMP3",2048
"ENSG00000137745.7","MMP13",2834
"ENSG00000137692.7","DCUN1D5",1700
"ENSG00000187240.9","DYNC2H1",14284
"ENSG00000170962.8","PDGFD",4266
"ENSG00000170967.3","DDI1",2615
"ENSG00000204403.5","CASP12",1786
"ENSG00000196954.8","CASP4",7256
"ENSG00000137757.6","CASP5",1592
"ENSG00000137752.18","CASP1",3722
"ENSG00000204397.3","CARD16",1688
"ENSG00000255221.2","CARD17",466
"ENSG00000255501.1","CARD18",940
"ENSG00000152578.8","GRIA4",10083
"ENSG00000170903.6","MSANTD4",5105
"ENSG00000182359.10","KBTBD3",5516
"ENSG00000149313.6","AASDHPPT",6183
"ENSG00000152402.6","GUCY1A2",16361
"ENSG00000152404.11","CWF19L2",3583
"ENSG00000137760.10","ALKBH8",4506
"ENSG00000110675.8","ELMOD1",5856
"ENSG00000268467.1","AP000889.3",972
"ENSG00000170290.3","SLN",906
"ENSG00000268602.1","AP002353.1",39
"ENSG00000214306.3","AP001024.2",318
"ENSG00000214305.3","AP001024.1",297
"ENSG00000110660.10","SLC35F2",3717
"ENSG00000179331.2","RAB39A",1830
"ENSG00000166266.9","CUL5",6742
"ENSG00000075239.9","ACAT1",5584
"ENSG00000149308.12","NPAT",7534
"ENSG00000149311.13","ATM",22317
"ENSG00000269042.1","AP001925.1",51
